Timestamp,Ax,Ay,Az,Gx,Gy,Gz
14:43:09.960159,0.53,3.23,3.23,-53.99,68.32,160.06
14:43:10.045730,0.47,1.68,1.68,-55.58,135.82,262.35
14:43:10.152684,0.25,1.80,1.80,-116.49,184.88,415.70
14:43:10.255015,0.25,2.04,2.04,-105.30,806.95,786.25
14:43:10.357418,0.65,0.66,0.66,478.17,645.12,154.36
14:43:10.464667,0.64,1.18,1.18,737.99,137.07,-791.55
14:43:10.570979,0.05,1.59,1.59,510.12,133.99,-999.02
14:43:10.673485,0.32,1.87,1.87,-54.73,-104.30,332.90
14:43:10.775492,2.27,1.29,1.29,51.34,-35.03,455.46
14:43:10.881785,1.01,1.70,1.70,-33.26,-39.42,243.05
14:43:10.983574,0.42,1.62,1.62,-63.35,-1.07,149.21
14:43:11.086315,0.47,1.59,1.59,-59.79,50.61,195.21
14:43:11.193005,0.28,1.79,1.79,-108.38,100.30,275.49
14:43:11.299341,-0.26,2.15,2.15,-243.93,49.18,488.23
14:43:11.402660,0.85,1.46,1.46,-93.87,563.41,423.26
14:43:11.504297,0.76,0.91,0.91,309.82,215.91,-387.80
14:43:11.610650,1.33,1.53,1.53,521.71,-91.92,-952.93
14:43:11.717535,-0.06,1.75,1.75,616.10,-65.12,-781.01
14:43:11.815383,0.46,1.71,1.71,13.84,8.35,330.91
14:43:11.921854,2.10,1.48,1.48,-19.05,-402.87,531.52
14:43:12.029055,0.84,1.89,1.89,166.83,-383.75,165.09
14:43:12.126856,0.43,1.58,1.58,6.68,-65.76,121.34
14:43:12.233173,0.34,1.67,1.67,-88.69,114.09,191.59
14:43:12.339876,0.09,1.73,1.73,-155.49,68.11,307.68
14:43:12.442604,-0.12,2.11,2.11,-287.26,20.30,538.90
14:43:12.549388,0.99,1.55,1.55,-126.19,537.99,344.24
14:43:12.651862,0.80,1.01,1.01,235.76,265.88,-435.91
14:43:12.757040,1.03,1.16,1.16,259.39,518.11,-967.74
14:43:12.864162,-0.32,2.12,2.12,540.30,-659.24,-890.88
14:43:12.963022,0.09,2.10,2.10,-91.01,143.66,528.45
14:43:13.065116,1.55,1.74,1.74,116.86,74.73,370.61
14:43:13.171371,0.78,1.72,1.72,-5.43,42.68,192.93
14:43:13.273615,0.40,1.61,1.61,-10.52,36.77,158.93
14:43:13.380350,0.40,1.65,1.65,-56.71,43.84,214.73
14:43:13.483514,0.10,1.75,1.75,-147.87,25.52,300.03
14:43:13.589337,-0.20,2.04,2.04,-285.91,20.00,512.23
14:43:13.692191,0.96,1.61,1.61,-78.35,556.37,405.98
14:43:13.800631,0.87,1.06,1.06,325.21,181.19,-428.72
14:43:13.900597,1.09,1.23,1.23,401.16,137.01,-999.02
14:43:14.007283,0.14,1.85,1.85,539.48,43.69,-795.21
14:43:14.113270,0.35,1.81,1.81,-145.55,-196.07,562.26
14:43:14.216055,2.49,1.25,1.25,388.96,-546.59,487.53
14:43:14.318465,0.76,1.86,1.86,40.70,-84.33,210.58
14:43:14.421301,0.48,1.60,1.60,-44.60,62.71,144.79
14:43:14.527209,0.43,1.69,1.69,-84.88,168.29,212.96
14:43:14.629904,0.34,1.68,1.68,-105.21,33.11,272.04
14:43:14.736778,-0.09,2.40,2.40,-203.66,160.55,499.36
14:43:14.838596,1.16,1.25,1.25,-23.66,571.13,367.01
14:43:14.945408,0.46,1.16,1.16,400.03,684.27,-317.74
14:43:15.049229,0.91,1.41,1.41,355.06,878.20,-693.02
14:43:15.154175,0.12,1.96,1.96,204.76,747.44,-370.76
14:43:15.260627,-1.19,1.00,1.00,-147.71,-823.26,109.66
14:43:15.363368,0.29,1.66,1.66,-216.31,122.35,207.84
14:43:15.465866,0.43,1.74,1.74,-52.10,223.66,142.87
14:43:15.567800,0.30,1.57,1.57,-47.99,97.71,86.77
