Timestamp,Ax,Ay,Az,Gx,Gy,Gz
14:57:10.737383,0.25,1.59,1.59,-52.01,96.25,114.94
14:57:10.839392,0.26,1.60,1.60,-58.38,75.91,158.84
14:57:10.945787,0.48,1.64,1.64,-79.51,151.71,219.76
14:57:11.047771,0.14,1.77,1.77,-177.74,114.45,347.65
14:57:11.155128,0.23,1.97,1.97,-151.19,125.46,578.45
14:57:11.257176,0.80,1.37,1.37,29.09,872.16,365.12
14:57:11.363213,0.48,0.72,0.72,464.73,362.29,-259.48
14:57:11.465895,0.73,1.48,1.48,695.49,-160.64,-954.57
14:57:11.572644,-0.02,1.72,1.72,166.92,200.67,-797.56
14:57:11.675189,0.01,1.57,1.57,-44.09,74.63,293.26
14:57:11.781025,0.11,1.55,1.55,-106.68,-474.02,342.87
14:57:11.883928,-0.04,1.47,1.47,-206.19,396.65,330.43
14:57:11.986463,0.35,1.65,1.65,-90.27,244.97,232.84
14:57:12.089248,0.29,1.61,1.61,-57.04,57.07,178.26
14:57:12.194867,0.47,1.67,1.67,-69.15,34.30,226.68
14:57:12.301708,0.24,1.81,1.81,-158.78,-99.54,332.56
14:57:12.404843,-0.04,2.08,2.08,-230.79,70.88,576.68
14:57:12.507034,1.00,1.35,1.35,-95.64,530.34,117.93
14:57:12.612855,0.73,1.13,1.13,403.78,41.62,-435.30
14:57:12.715532,0.81,1.42,1.42,333.90,425.70,-916.04
14:57:12.822511,-0.02,1.91,1.91,332.38,23.41,-796.71
14:57:12.924429,0.39,1.87,1.87,-206.10,-78.87,471.40
14:57:13.030936,1.74,1.36,1.36,126.59,-685.15,415.46
14:57:13.133544,0.28,1.54,1.54,142.62,-263.60,165.09
14:57:13.235368,0.15,1.49,1.49,-41.43,65.18,141.98
14:57:13.341943,0.28,1.62,1.62,-58.57,49.79,209.12
14:57:13.449051,0.17,1.69,1.69,-104.82,-42.47,270.61
14:57:13.551596,-0.01,2.17,2.17,-217.74,-39.36,484.12
14:57:13.653773,0.89,1.25,1.25,-173.78,538.05,458.05
14:57:13.759553,0.68,0.82,0.82,345.12,274.24,-170.24
14:57:13.862518,0.65,1.16,1.16,613.23,12.71,-846.98
14:57:13.969492,0.02,1.79,1.79,253.38,451.92,-903.96
14:57:14.071715,0.08,1.76,1.76,-104.94,393.66,314.42
14:57:14.177440,-0.32,2.62,2.62,388.29,-135.61,533.60
14:57:14.280533,0.41,1.74,1.74,-288.87,526.04,310.85
14:57:14.386723,0.54,1.69,1.69,-102.38,293.20,249.66
14:57:14.489017,0.31,1.58,1.58,-56.40,101.89,196.01
14:57:14.591489,0.36,1.66,1.66,-56.49,45.12,251.04
14:57:14.693852,0.20,1.76,1.76,-96.31,-7.01,357.01
14:57:14.800771,0.17,2.26,2.26,-133.81,246.74,656.16
14:57:14.903275,1.18,1.20,1.20,44.88,573.54,224.48
14:57:15.009132,0.61,1.01,1.01,386.01,543.41,-303.72
14:57:15.115165,1.17,1.71,1.71,439.27,499.88,-871.19
14:57:15.218149,0.04,2.26,2.26,360.49,403.90,-538.57
14:57:15.324286,-0.49,1.49,1.49,-26.74,-321.28,222.90
14:57:15.423080,1.68,1.84,1.84,51.92,407.01,350.98
14:57:15.529686,0.85,1.80,1.80,150.27,-306.22,78.23
14:57:15.632018,0.22,1.58,1.58,-12.96,-58.14,54.42
14:57:15.737742,0.22,1.59,1.59,-63.45,42.96,139.91
14:57:15.844252,0.14,1.60,1.60,-112.01,100.30,243.54
14:57:15.946654,0.33,1.84,1.84,-181.92,47.47,422.90
14:57:16.049416,1.02,1.95,1.95,159.27,456.62,558.14
14:57:16.155821,0.75,0.89,0.89,361.68,371.46,281.34
14:57:16.257885,0.69,0.92,0.92,408.78,28.90,-534.76
14:57:16.364876,0.52,1.46,1.46,174.97,627.62,-847.90
14:57:16.467039,0.07,1.79,1.79,4.97,160.24,-423.75
14:57:16.569338,0.31,1.55,1.55,23.78,1.25,341.10
14:57:16.676633,1.49,1.71,1.71,308.45,-494.27,197.50
14:57:16.779252,0.01,1.51,1.51,75.85,-27.07,132.26
14:57:16.881342,0.06,1.54,1.54,-45.67,58.45,144.05
14:57:16.987430,0.26,1.56,1.56,-66.49,19.24,198.99
14:57:17.090053,0.21,1.64,1.64,-92.44,62.07,278.48
14:57:17.197154,0.02,1.92,1.92,-210.52,81.52,464.57
14:57:17.302653,0.32,2.57,2.57,-231.07,289.54,525.95
14:57:17.405103,0.91,0.81,0.81,216.65,288.72,13.17
14:57:17.511224,0.39,0.76,0.76,520.58,130.09,-781.22
14:57:17.614653,0.15,1.25,1.25,-161.83,576.46,-999.02
14:57:17.717592,0.23,1.76,1.76,-62.99,584.63,204.24
14:57:17.819550,0.28,2.54,2.54,-4.33,-83.51,410.34
14:57:17.926262,0.54,1.71,1.71,-158.78,201.19,241.07
14:57:18.031595,0.47,1.64,1.64,-39.12,129.73,145.09
14:57:18.134812,0.20,1.59,1.59,-51.77,109.94,177.56
14:57:18.236294,0.38,1.59,1.59,-80.09,45.24,223.14
14:57:18.343129,0.36,1.66,1.66,-110.18,7.10,260.03
14:57:18.446644,0.30,1.67,1.67,-141.55,-2.71,343.08
14:57:18.552838,-0.40,1.91,1.91,-414.70,382.87,538.60
14:57:18.654759,1.12,1.04,1.04,61.31,-172.41,-145.49
14:57:18.761441,0.99,1.05,1.05,66.16,123.14,-860.40
14:57:18.863692,0.51,1.98,1.98,191.89,92.20,-999.02
14:57:18.969698,-0.57,1.42,1.42,39.15,458.35,-176.16
14:57:19.072644,0.40,1.50,1.50,75.27,-453.35,374.45
14:57:19.178770,0.86,1.22,1.22,331.65,-878.69,263.05
14:57:19.281992,-0.12,1.33,1.33,-54.12,-0.73,219.24
14:57:19.383478,0.21,1.55,1.55,-74.94,219.45,177.13
14:57:19.490841,0.35,1.64,1.64,-32.10,125.06,177.26
14:57:19.593254,0.22,1.66,1.66,-53.11,37.65,216.80
14:57:19.699459,0.14,1.90,1.90,-195.85,106.83,433.05
14:57:19.801159,0.81,1.47,1.47,-156.46,281.83,708.08
14:57:19.904869,0.78,0.90,0.90,275.24,363.38,142.74
14:57:20.010176,0.58,1.09,1.09,386.13,493.54,-509.88
14:57:20.117111,0.51,1.61,1.61,272.96,783.75,-884.94
14:57:20.219901,-0.11,1.39,1.39,-284.45,313.14,-188.75
14:57:20.322144,-0.78,1.73,1.73,88.48,8.08,134.42
14:57:20.429027,1.24,1.81,1.81,-54.94,245.79,274.09
14:57:20.527465,0.61,1.74,1.74,-4.45,25.79,161.77
14:57:20.633465,0.31,1.61,1.61,-31.19,50.12,134.18
14:57:20.740545,0.39,1.63,1.63,-46.89,-13.84,186.25
14:57:20.842577,0.38,1.67,1.67,-98.87,69.88,268.45
14:57:20.950194,-0.14,1.84,1.84,-149.36,207.96,586.16
14:57:21.051511,0.93,1.15,1.15,-46.80,834.54,539.45
14:57:21.157848,0.51,0.74,0.74,456.13,702.71,-23.93
14:57:21.260305,0.71,1.20,1.20,714.12,161.49,-877.56
14:57:21.366523,-0.37,1.61,1.61,188.54,370.37,-880.76
14:57:21.469132,0.19,1.47,1.47,-284.57,312.29,220.15
14:57:21.576259,-0.52,2.35,2.35,225.37,145.30,352.41
14:57:21.678717,1.11,1.95,1.95,-32.41,375.40,300.55
14:57:21.780625,0.65,1.76,1.76,61.80,-97.44,124.51
14:57:21.881908,0.41,1.66,1.66,2.26,0.43,144.94
14:57:21.989536,0.41,1.64,1.64,-37.87,53.69,202.29
14:57:22.095864,0.24,1.70,1.70,-109.94,81.43,294.88
14:57:22.198335,0.00,1.80,1.80,-194.48,23.38,482.59
14:57:22.304591,0.65,2.02,2.02,-116.62,378.45,600.21
14:57:22.407346,0.86,0.88,0.88,306.95,231.68,-44.66
14:57:22.513383,0.75,0.88,0.88,541.40,181.25,-820.18
14:57:22.615853,0.01,1.60,1.60,83.75,638.81,-893.60
14:57:22.718972,-0.03,1.59,1.59,39.97,112.44,-48.45
14:57:22.824783,-0.67,1.87,1.87,101.80,-42.99,150.18
14:57:22.926962,1.00,2.08,2.08,-215.21,398.45,322.77
14:57:23.029119,0.69,1.77,1.77,-3.20,-21.16,158.41
14:57:23.132027,0.41,1.63,1.63,-21.19,2.90,148.20
14:57:23.238227,0.33,1.61,1.61,-73.72,57.50,201.49
14:57:23.344782,0.25,1.74,1.74,-135.09,-44.85,309.33
14:57:23.452402,-0.15,2.05,2.05,-197.13,143.11,530.64
14:57:23.554636,1.07,1.45,1.45,-56.68,455.21,380.21
14:57:23.656621,0.87,0.71,0.71,207.96,380.46,-295.58
14:57:23.762136,0.39,1.01,1.01,641.71,-83.66,-953.35
14:57:23.865634,-0.05,1.54,1.54,252.59,140.12,-899.85
14:57:23.971952,-0.17,1.45,1.45,-201.22,390.06,342.29
14:57:24.074300,-0.00,1.81,1.81,24.09,-304.70,438.87
14:57:24.176933,0.20,1.44,1.44,-161.46,393.32,310.85
14:57:24.283866,0.34,1.58,1.58,-111.68,258.23,192.65
14:57:24.385639,0.32,1.61,1.61,-68.84,168.48,186.65
14:57:24.488100,0.26,1.63,1.63,-68.26,44.21,222.26
14:57:24.594665,0.35,1.66,1.66,-163.41,58.72,387.68
14:57:24.701141,0.34,2.09,2.09,-119.09,230.95,568.84
14:57:24.803483,1.14,1.30,1.30,63.87,580.76,257.16
14:57:24.909310,0.71,0.89,0.89,352.74,491.65,-328.54
14:57:25.011866,0.83,1.72,1.72,428.14,532.26,-807.99
14:57:25.114825,0.13,1.93,1.93,200.00,263.57,-624.48
14:57:25.221485,0.03,1.46,1.46,-215.91,282.01,361.80
14:57:25.323553,0.01,1.60,1.60,-97.07,-474.54,337.65
14:57:25.429970,0.00,1.57,1.57,-133.90,260.79,228.84
14:57:25.532556,0.33,1.63,1.63,-46.62,236.01,185.85
14:57:25.635460,0.33,1.55,1.55,-82.65,108.45,185.30
14:57:25.740970,0.52,1.65,1.65,-65.03,47.74,189.70
14:57:25.848631,0.20,1.75,1.75,-105.37,118.08,300.09
14:57:25.950370,0.05,2.01,2.01,-188.23,157.26,517.29
14:57:26.052851,1.11,1.62,1.62,6.49,767.07,438.69
14:57:26.159082,0.66,0.79,0.79,418.81,598.60,-267.26
14:57:26.265488,0.75,1.43,1.43,775.37,-147.38,-938.45
14:57:26.367999,0.07,1.87,1.87,404.18,-76.71,-790.00
14:57:26.470387,0.17,1.68,1.68,-86.43,-238.48,409.02
14:57:26.576832,1.22,1.51,1.51,182.71,-414.82,293.54
14:57:26.679324,0.29,1.56,1.56,94.24,-169.73,87.68
14:57:26.781793,0.18,1.55,1.55,-40.82,53.02,122.93
14:57:26.884894,0.17,1.58,1.58,-74.36,63.54,157.20
14:57:26.990029,0.17,1.65,1.65,-89.51,25.03,234.27
14:57:27.097324,0.19,1.79,1.79,-198.57,68.84,426.10
14:57:27.200602,-0.09,1.89,1.89,-201.34,99.97,627.26
14:57:27.302797,1.26,1.01,1.01,-48.57,441.55,65.49
14:57:27.408219,0.70,0.92,0.92,332.56,58.87,-650.00
14:57:27.511411,0.48,1.60,1.60,-90.12,692.84,-931.13
14:57:27.616648,0.39,1.86,1.86,-90.12,74.88,-332.68
14:57:27.720006,-1.29,1.46,1.46,-57.32,156.07,-23.14
14:57:27.826607,1.38,1.80,1.80,97.80,-200.34,271.80
14:57:27.928869,0.38,1.69,1.69,111.22,-274.48,99.48
14:57:28.031327,0.27,1.53,1.53,3.02,-123.14,122.84
14:57:28.137510,0.38,1.62,1.62,-65.43,21.74,196.92
14:57:28.240119,0.17,1.65,1.65,-103.90,7.65,245.09
14:57:28.346733,0.14,1.77,1.77,-244.73,-60.34,408.23
14:57:28.449487,0.48,1.81,1.81,-159.54,293.93,563.11
14:57:28.552128,1.07,1.10,1.10,44.39,25.98,-45.00
14:57:28.658019,0.86,0.99,0.99,370.82,189.66,-534.82
14:57:28.765124,0.68,1.78,1.78,195.12,690.43,-817.26
14:57:28.867229,0.13,1.62,1.62,-19.63,353.02,-447.99
14:57:28.975655,0.35,1.45,1.45,-109.82,-153.14,500.58
14:57:29.075628,0.91,1.58,1.58,34.66,-446.25,271.10
14:57:29.178034,0.19,1.55,1.55,69.05,18.20,173.48
14:57:29.284575,0.19,1.55,1.55,-62.74,135.70,149.12
14:57:29.386867,0.29,1.62,1.62,-54.27,65.85,194.42
14:57:29.490065,0.40,1.66,1.66,-79.18,68.60,248.90
14:57:29.595780,0.29,1.79,1.79,-141.68,48.14,327.96
14:57:29.698280,0.54,1.67,1.67,-66.71,564.05,699.45
14:57:29.804922,0.66,0.90,0.90,321.86,583.66,220.40
14:57:29.907477,0.53,0.89,0.89,434.70,277.13,-477.68
14:57:30.013809,0.20,1.43,1.43,81.52,732.65,-651.52
14:57:30.116257,0.17,1.67,1.67,-86.28,312.96,-444.91
14:57:30.222621,0.22,1.36,1.36,-205.64,185.30,404.85
14:57:30.325455,0.48,1.54,1.54,21.13,-501.16,225.09
14:57:30.427701,0.05,1.57,1.57,-27.71,159.88,164.09
14:57:30.534136,0.31,1.63,1.63,-88.26,233.32,134.45
14:57:30.636718,0.25,1.59,1.59,-86.37,133.87,142.29
14:57:30.739489,0.32,1.66,1.66,-84.45,68.23,175.49
14:57:30.845368,0.10,1.67,1.67,-146.19,-60.52,352.10
14:57:30.952117,-0.42,2.03,2.03,-197.99,424.21,652.32
14:57:31.054347,1.21,1.20,1.20,52.80,410.18,361.89
14:57:31.160569,0.74,0.85,0.85,401.28,309.05,-322.90
14:57:31.262987,0.78,1.53,1.53,329.09,144.85,-822.41
14:57:31.369774,0.06,1.86,1.86,172.20,273.32,-716.01
14:57:31.472738,-0.02,1.57,1.57,-150.76,151.04,258.08
14:57:31.578631,0.00,1.78,1.78,-101.25,-503.38,354.30
14:57:31.680606,0.13,1.64,1.64,-129.54,395.67,276.25
14:57:31.784098,0.59,1.72,1.72,-100.64,181.28,162.53
14:57:31.886388,0.38,1.65,1.65,-74.88,79.18,153.08
14:57:31.991391,0.23,1.62,1.62,-92.93,5.06,210.15
14:57:32.094935,0.25,1.66,1.66,-190.21,5.30,411.43
14:57:32.201672,-0.08,2.06,2.06,-281.25,298.84,689.82
14:57:32.303442,1.03,1.17,1.17,-53.45,266.71,88.72
14:57:32.409643,0.90,0.80,0.80,422.13,152.16,-478.87
14:57:32.512304,0.46,1.58,1.58,144.63,448.81,-776.59
14:57:32.618249,0.20,1.78,1.78,267.47,-197.50,-721.68
14:57:32.721989,0.11,1.63,1.63,-26.10,165.79,156.04
14:57:32.823505,-0.85,1.48,1.48,0.37,23.72,14.24
14:57:32.930223,2.00,1.73,1.73,404.33,-346.55,256.62
14:57:33.033198,0.34,1.67,1.67,134.48,-319.70,86.65
14:57:33.139279,0.08,1.53,1.53,12.13,-107.47,78.29
14:57:33.241017,0.16,1.57,1.57,-56.74,6.34,183.35
14:57:33.344078,0.12,1.58,1.58,-133.60,4.51,283.32
14:57:33.450398,0.01,1.88,1.88,-290.15,14.73,449.24
14:57:33.557127,0.84,1.66,1.66,-154.42,420.15,613.51
14:57:33.659534,0.81,0.77,0.77,336.34,265.24,-101.37
14:57:33.765694,0.55,0.68,0.68,670.34,430.18,-654.85
14:57:33.868916,-0.08,1.41,1.41,203.54,573.96,-756.40
14:57:33.974890,0.01,1.49,1.49,-51.10,326.65,-174.27
14:57:34.077793,-0.60,1.27,1.27,14.97,-207.29,118.93
14:57:34.179637,1.84,1.91,1.91,350.73,-425.06,250.37
14:57:34.285877,0.17,1.54,1.54,54.15,-159.21,125.34
14:57:34.388354,0.10,1.49,1.49,-57.87,46.55,118.48
14:57:34.490847,0.23,1.60,1.60,-53.26,52.50,149.60
14:57:34.596788,0.46,1.62,1.62,-79.42,49.66,196.71
14:57:34.700015,0.22,1.66,1.66,-121.16,29.09,268.26
14:57:34.806281,0.03,2.16,2.16,-140.49,87.07,501.40
14:57:34.908221,1.00,1.21,1.21,-128.17,731.74,448.81
14:57:35.014446,0.61,0.72,0.72,327.99,402.50,-212.87
14:57:35.117067,0.68,1.34,1.34,554.33,472.20,-621.10
14:57:35.223255,0.25,1.83,1.83,258.66,423.11,-794.79
14:57:35.325770,0.01,1.54,1.54,-84.82,296.74,-41.98
14:57:35.428369,-0.76,1.45,1.45,-41.80,52.68,67.65
14:57:35.535086,1.45,1.81,1.81,122.53,-239.88,229.12
14:57:35.638707,0.30,1.61,1.61,62.62,-151.95,91.59
14:57:35.740451,0.10,1.54,1.54,-60.43,56.92,77.20
14:57:35.846695,0.22,1.59,1.59,-52.77,32.53,87.32
14:57:35.949377,0.22,1.62,1.62,-88.69,66.04,160.15
14:57:36.055878,0.23,1.71,1.71,-108.90,-63.11,268.99
14:57:36.161924,-0.03,2.11,2.11,-175.34,270.46,504.15
14:57:36.265531,1.08,1.16,1.16,-117.47,623.78,476.34
14:57:36.371204,0.75,0.85,0.85,376.34,579.36,-176.28
14:57:36.474179,0.43,1.08,1.08,527.16,241.25,-674.24
14:57:36.575932,0.03,1.59,1.59,261.07,385.49,-767.53
14:57:36.678038,-0.02,1.39,1.39,10.21,78.32,-16.80
14:57:36.784386,-0.37,1.40,1.40,59.88,56.68,37.59
14:57:36.887301,1.45,1.58,1.58,93.57,-286.04,241.10
14:57:36.993381,0.25,1.66,1.66,30.55,-96.22,103.02
14:57:37.096054,0.18,1.54,1.54,-49.15,26.89,102.47
14:57:37.198715,0.20,1.57,1.57,-69.63,51.28,139.48
14:57:37.305394,0.34,1.64,1.64,-82.56,16.25,170.40
14:57:37.411868,0.24,1.66,1.66,-117.44,-44.48,263.38
